nct_id,number
NCT04433767,1
NCT04434469,25
NCT04434937,42
NCT04435184,8
NCT04435366,79
NCT04435522,2
NCT04435665,1
NCT04435782,4
NCT04435808,1
NCT04436120,2
NCT04436276,472
NCT04436289,28
NCT04436744,15
NCT04436822,18
NCT04437511,416
NCT04438499,3
NCT04438785,12
NCT04439071,32
NCT04439110,38
NCT04439123,35
NCT04439136,40
NCT04439175,70
NCT04439201,40
NCT04439214,47
NCT04439240,52
NCT04439253,4
NCT04439266,5
NCT04439279,35
NCT04439318,50
NCT04439331,35
NCT04439344,53
NCT04439357,4
NCT04439539,26
NCT04439799,27
NCT04439838,1
NCT04439903,3
NCT04440007,24
NCT04440163,370
NCT04440176,105
NCT04440449,2
NCT04440813,10
NCT04441788,50
NCT04442269,13
NCT04442490,66
NCT04442503,30
NCT04442737,19
NCT04443218,33
NCT04444752,45
NCT04444895,9
NCT04445051,1
NCT04445155,40
NCT04445688,3
NCT04445714,23
NCT04445831,5
NCT04445987,74
NCT04446377,12
NCT04446429,6
NCT04447040,16
NCT04447287,5
NCT04447404,2
NCT04447417,3
NCT04447755,127
NCT04447794,15
NCT04447846,1
NCT04448561,1
NCT04448756,9
NCT04449029,22
NCT04449276,17
NCT04449341,1
NCT04449354,1
NCT04449861,121
NCT04450264,32
NCT04450381,6
NCT04450394,24
NCT04450407,26
NCT04451330,14
NCT04451772,67
NCT04452318,216
NCT04452344,29
NCT04453202,16
NCT04454125,1
NCT04454567,2
NCT04455815,5
NCT04456296,85
NCT04456504,2
NCT04456517,1
NCT04456673,85
NCT04456686,22
NCT04456699,335
NCT04456998,6
NCT04458922,26
NCT04459338,1
NCT04459416,23
NCT04459598,2
NCT04460183,5
NCT04460326,32
NCT04461015,2
NCT04461600,12
NCT04461795,5
NCT04462471,2
NCT04463069,25
NCT04463251,8
NCT04463680,9
NCT04464265,2
NCT04464421,4
NCT04464720,1
NCT04465357,13
NCT04465396,2
NCT04465422,2
NCT04465630,78
NCT04465877,1
NCT04465916,1
NCT04466111,1
NCT04466384,4
NCT04466618,1
NCT04466891,66
NCT04467164,2
NCT04467697,20
NCT04467840,103
NCT04467905,13
NCT04468230,2
NCT04468347,13
NCT04468633,4
NCT04468776,28
NCT04469270,22
NCT04469465,16
NCT04470050,93
NCT04470427,13859
NCT04470544,10
NCT04470622,3
NCT04470908,1
NCT04471207,17
NCT04471246,4
NCT04471428,366
NCT04471935,2
NCT04472026,5
NCT04472494,11
NCT04472650,1
NCT04473222,28
NCT04473235,31
NCT04473326,4
NCT04473482,22
NCT04473963,4
NCT04474197,1
NCT04474366,7
NCT04474405,5
NCT04474691,9
NCT04475588,2
NCT04476017,1
NCT04476030,83
NCT04476043,18
NCT04476108,11
NCT04476251,1
NCT04476277,1
NCT04476784,1
NCT04476797,39
NCT04477187,2
NCT04477304,73
NCT04477486,13
NCT04478123,3
NCT04478266,1068
NCT04478695,1
NCT04478994,2
NCT04479618,8
NCT04479761,6
NCT04479787,121
NCT04480021,7
NCT04480307,2
NCT04480424,48
NCT04480463,61
NCT04480710,4
NCT04480827,1
NCT04481191,25
NCT04481243,4
NCT04481750,1
NCT04481789,1
NCT04482439,2
NCT04482647,12
NCT04482855,3
NCT04483011,1
NCT04484142,117
NCT04484259,21
NCT04484285,3
NCT04484623,200
NCT04484649,13
NCT04484805,2
NCT04484831,1
NCT04484857,247
NCT04484935,6
NCT04484961,18
NCT04485039,5
NCT04486235,2
NCT04486313,36
NCT04486716,22
NCT04486950,1
NCT04487080,813
NCT04488003,104
NCT04488419,160
NCT04488770,5
NCT04488822,9
NCT04489381,6
NCT04489771,154
NCT04489888,101
NCT04489940,10
NCT04490018,15
NCT04490109,65
NCT04490278,6
NCT04490395,1
NCT04490499,2
NCT04490915,103
NCT04491006,11
NCT04491136,79
NCT04491591,55
NCT04491604,3
NCT04491877,25
NCT04491994,40
NCT04492007,12
NCT04492020,80
NCT04492475,22
NCT04492618,1
NCT04492722,295
NCT04493216,161
NCT04493242,49
NCT04493333,6
NCT04493424,108
NCT04493502,40
NCT04493619,37
NCT04493684,10
NCT04493892,15
NCT04493931,5
NCT04494425,866
NCT04494633,10
NCT04494646,2
NCT04495179,30
NCT04495283,5
NCT04495374,3
NCT04495478,3
NCT04495816,22
NCT04495829,5
NCT04495894,10
NCT04496167,34
NCT04496258,3
NCT04496453,6
NCT04496752,8
NCT04497389,1
NCT04497415,70
NCT04497948,2
NCT04497987,166
NCT04498169,2
NCT04498182,24
NCT04498247,32
NCT04498390,2
NCT04498403,40
NCT04498468,3
NCT04498832,5
NCT04498910,5
NCT04499482,1
NCT04499521,1
NCT04499924,14
NCT04499963,15
NCT04500158,28
NCT04500769,5
NCT04501094,1
NCT04501614,11
NCT04501666,37
NCT04501679,12
NCT04501952,46
NCT04502212,2
NCT04502433,8
NCT04502589,1
NCT04502693,370
NCT04502862,13
NCT04502979,7
NCT04503096,3
NCT04503681,12
NCT04504032,64
NCT04504916,102
NCT04505293,285
NCT04505410,11
NCT04505540,333
NCT04505592,3
NCT04505722,14719
NCT04505904,5
NCT04506294,108
NCT04506905,4
NCT04507126,4
NCT04507204,98
NCT04507256,2
NCT04507269,3
NCT04507763,201
NCT04507776,201
NCT04507867,8
NCT04508023,3
NCT04508140,18
NCT04508309,4
NCT04508621,115
NCT04508699,19
NCT04508751,2
NCT04509076,6
NCT04509674,1459
NCT04510090,1
NCT04510285,1
NCT04510675,5
NCT04511533,98
NCT04511650,6
NCT04511702,33
NCT04511819,11
NCT04512001,115
NCT04512066,145
NCT04512482,3
NCT04512976,3
NCT04513158,1
NCT04513665,16
NCT04514510,2
NCT04515147,57
NCT04515394,1
NCT04515576,1
NCT04515771,19
NCT04515849,13
NCT04516291,66
NCT04516746,9138
NCT04516759,3
NCT04516967,30
NCT04517253,2
NCT04517435,13
NCT04517864,70
NCT04518410,944
NCT04518462,3
NCT04518995,60
NCT04520256,131
NCT04520997,4
NCT04521114,14
NCT04521478,49
NCT04521621,76
NCT04521777,4
NCT04522141,1
NCT04522180,26
NCT04522778,2
NCT04523181,17
NCT04523207,21
NCT04523220,176
NCT04523480,65
NCT04523571,7
NCT04523831,37
NCT04524364,16
NCT04524390,74
NCT04524403,46
NCT04524442,1
NCT04524455,10
NCT04524507,29
NCT04524598,60
NCT04524663,2
NCT04524689,25
NCT04524858,1
NCT04525183,5
NCT04525547,5
NCT04525703,29
NCT04525885,43
NCT04526197,4
NCT04526210,17
NCT04526288,1
NCT04526509,319
NCT04526574,69
NCT04526665,21
NCT04526704,4
NCT04527146,121
NCT04527471,2
NCT04527549,2
NCT04527978,1
NCT04528069,4
NCT04528641,2
NCT04528732,5
NCT04529083,3
NCT04529096,20
NCT04529109,1
NCT04529499,76
NCT04529538,29
NCT04529850,5
NCT04530136,7
NCT04530344,102
NCT04530448,3
NCT04530747,1
NCT04530825,5
NCT04530838,18
NCT04531098,46
NCT04531176,74
NCT04531241,8
NCT04531462,10
NCT04531527,3
NCT04531540,9
NCT04531813,2
NCT04531904,15
NCT04531982,70
NCT04532099,1
NCT04532112,3
NCT04532164,24
NCT04532294,3
NCT04532528,361
NCT04533204,2
NCT04533347,6
NCT04533412,7
NCT04533438,11
NCT04533594,26
NCT04533815,7
NCT04533880,2
NCT04534114,62
NCT04534283,16
NCT04534491,152
NCT04534517,4
NCT04535037,30
NCT04535167,3
NCT04535362,4
NCT04535414,15
NCT04535453,39
NCT04535544,41
NCT04535583,3
NCT04535947,9
NCT04535986,118
NCT04536077,2
NCT04536727,3
NCT04537078,7
NCT04537208,81
NCT04537234,2
NCT04537715,16
NCT04537793,1
NCT04537806,3
NCT04537897,3
NCT04537923,124
NCT04537949,26
NCT04538170,314
NCT04538417,2
NCT04538664,238
NCT04538950,4
NCT04539262,4
NCT04539275,11
NCT04539821,25
NCT04540133,1
NCT04540367,9
NCT04540887,2
NCT04540913,17
NCT04541004,2
NCT04541186,11
NCT04541628,3
NCT04541706,45
NCT04542057,179
NCT04542070,124
NCT04542291,3
NCT04542317,45
NCT04542499,142
NCT04542694,4
NCT04543136,2
NCT04543279,3
NCT04543409,140
NCT04543942,6
NCT04543955,1
NCT04544007,2
NCT04544475,4
NCT04544683,8
NCT04544709,3
NCT04544865,22
NCT04544956,1
NCT04545060,71
NCT04545385,28
NCT04545476,2
NCT04545515,10
NCT04545554,1
NCT04545567,3
NCT04545619,1
NCT04546217,3
NCT04546425,35
NCT04546581,26
NCT04546724,471
NCT04547023,7
NCT04547140,16
NCT04547192,28
NCT04548193,7
NCT04549168,6
NCT04549454,115
NCT04549545,31
NCT04550039,4
NCT04550221,9
NCT04550832,3
NCT04551053,177
NCT04551066,252
NCT04551898,24
NCT04551911,30
NCT04551963,3
NCT04551989,11
NCT04552132,8
NCT04552223,1
NCT04552587,4
NCT04552899,559
NCT04553406,1
NCT04553471,4
NCT04553679,3
NCT04553913,6
NCT04554394,18
NCT04555044,1
NCT04555096,10
NCT04555616,5
NCT04555720,12
NCT04556136,18
NCT04556383,253
NCT04556552,3
NCT04556591,3
NCT04556617,19
NCT04556656,50
NCT04556734,28
NCT04556760,2
NCT04556838,12
NCT04557124,27
NCT04557189,15
NCT04557371,3
NCT04557384,2
NCT04558125,1
NCT04558346,4
NCT04559529,3
NCT04559698,30
NCT04560179,2
NCT04560309,2
NCT04560816,8
NCT04561115,3
NCT04562090,18
NCT04562116,4
NCT04562155,39
NCT04562649,65
NCT04562779,26
NCT04563845,2
NCT04564027,3
NCT04564092,1
NCT04564742,9
NCT04564846,8
NCT04565145,2
NCT04565249,1
NCT04565951,126
NCT04565990,7
NCT04566601,103
NCT04566692,4
NCT04567186,8
NCT04567329,22
NCT04567524,5
NCT04567615,262
NCT04567693,8
NCT04567888,50
NCT04568031,9
NCT04568122,96
NCT04568434,6
NCT04568486,33
NCT04568590,437
NCT04568603,1
NCT04569084,138
NCT04569136,3
NCT04569786,13
NCT04569968,115
NCT04570384,20
NCT04570436,2
NCT04570657,8
NCT04570670,1
NCT04571060,130
NCT04571385,3
NCT04571515,4
NCT04571619,88
NCT04571944,6
NCT04572633,47
NCT04572854,3
NCT04572997,1
NCT04573309,1
NCT04573881,24
NCT04573972,46
NCT04574362,18
NCT04574999,14
NCT04575038,2
NCT04575051,358
NCT04575155,11
NCT04575324,58
NCT04575467,1
NCT04575584,50
NCT04575597,112
NCT04576455,303
NCT04576481,5
NCT04576702,17
NCT04576897,37
NCT04576923,15
NCT04576949,192
NCT04576988,26
NCT04577001,1
NCT04577118,4
NCT04577183,6
NCT04577404,75
NCT04577651,13
NCT04577781,5
NCT04577794,2
NCT04578457,8
NCT04578535,13
NCT04578548,57
NCT04579250,7
NCT04579380,217
NCT04579393,8
NCT04580303,2
NCT04580394,11
NCT04580407,1
NCT04580914,8
NCT04581200,11
NCT04581369,32
NCT04581395,10
NCT04581824,153
NCT04581863,48
NCT04582266,14
NCT04582669,6
NCT04582864,3
NCT04582877,8
NCT04583280,1
NCT04583423,146
NCT04583579,4
NCT04583618,18
NCT04583735,8
NCT04583956,46
NCT04583969,116
NCT04584346,1
NCT04584554,4
NCT04584645,37901
NCT04584788,12
NCT04585009,6
NCT04585451,26
NCT04585646,5
NCT04585789,20
NCT04585815,45
NCT04586244,3
NCT04586920,7
NCT04587193,8
NCT04587271,9
NCT04587453,1
NCT04588259,43
NCT04588298,5
NCT04588480,5
NCT04589650,23
NCT04590014,1
NCT04590027,34
NCT04590040,9
NCT04590248,19
NCT04590586,149
NCT04590781,4
NCT04590937,1
NCT04590963,370
NCT04591015,46
NCT04591626,15
NCT04592341,76
NCT04592419,237
NCT04592549,8
NCT04593472,177
NCT04593823,3
NCT04594213,89
NCT04594239,37
NCT04594252,2
NCT04594707,117
NCT04594733,6
NCT04594759,3
NCT04594941,4
NCT04595370,27
NCT04596267,2
NCT04596995,29
NCT04597632,17
NCT04597918,10
NCT04598152,1
NCT04598165,215
NCT04598269,11
NCT04598451,72
NCT04598477,96
NCT04598776,9
NCT04599062,1
NCT04599101,10
NCT04599166,80
NCT04599465,3
NCT04599634,2
NCT04599803,31
NCT04599855,87
NCT04599907,15
NCT04599933,16
NCT04599972,18
NCT04600076,3
NCT04600336,11
NCT04600752,6
NCT04601103,53
NCT04601194,7
NCT04601272,7
NCT04601532,4
NCT04602000,111
NCT04602221,5
NCT04602546,19
NCT04602624,2
NCT04602728,8
NCT04603391,2
NCT04603482,45
NCT04603937,45
NCT04604015,33
NCT04604132,46
NCT04604184,39
NCT04604795,9
NCT04605094,120
NCT04605159,713
NCT04605484,3
NCT04605588,1
NCT04605978,5
NCT04605991,33
NCT04606134,1
NCT04606199,2
NCT04606394,15
NCT04606771,30
NCT04607005,22
NCT04607044,45
NCT04607135,5
NCT04607148,144
NCT04607668,326
NCT04607733,4
NCT04607980,33
NCT04608045,1
NCT04608188,12
NCT04608344,2
NCT04608448,2
NCT04608500,53
NCT04608773,33
NCT04609514,11
NCT04610281,5
NCT04610580,8
NCT04610684,6
NCT04610827,2
NCT04610892,27
NCT04611152,45
NCT04611529,14
NCT04611789,1
NCT04612725,51
NCT04612790,66
NCT04612842,76
NCT04613362,4
NCT04613375,201
NCT04613518,26
NCT04613739,19
NCT04614246,95
NCT04614324,129
NCT04614948,13146
NCT04615182,15
NCT04615247,4
NCT04615273,16
NCT04615403,1
NCT04615507,8
NCT04617275,100
NCT04617782,8
NCT04617847,27
NCT04617860,36
NCT04618471,157
NCT04618744,2
NCT04618770,37
NCT04619004,176
NCT04619992,1
NCT04620135,7
NCT04620668,11
NCT04620733,19
NCT04620746,4
NCT04620798,264
NCT04620811,77
NCT04621227,3
NCT04621240,36
NCT04621760,7
NCT04621786,12
NCT04622046,24
NCT04622254,43
NCT04622306,16
NCT04622592,20
NCT04622735,6
NCT04623008,12
NCT04623086,10
NCT04623242,62
NCT04623671,14
NCT04623775,326
NCT04624633,2
NCT04624672,3
NCT04625114,6
NCT04625283,48
NCT04625413,4
NCT04625725,1622
NCT04625972,203
NCT04626128,1
NCT04626297,53
NCT04626310,20
NCT04626427,14
NCT04627038,68
NCT04628780,37
NCT04628793,14
NCT04629066,5
NCT04629196,6
NCT04629339,14
NCT04629443,17
NCT04629508,4
NCT04629521,8
NCT04629534,3
NCT04629716,10
NCT04630002,11
NCT04630158,12
NCT04630262,80
NCT04630756,1
NCT04631016,16
NCT04631107,5
NCT04631562,4
NCT04631705,1
NCT04632940,71
NCT04632992,204
NCT04633122,80
NCT04633200,8
NCT04633226,5
NCT04633278,24
NCT04633434,64
NCT04633473,6
NCT04633538,5
NCT04633564,407
NCT04633642,3
NCT04633837,5
NCT04634253,7
NCT04634331,4
NCT04634409,122
NCT04634825,62
NCT04635059,4
NCT04635423,1059
NCT04635631,15
NCT04635839,1
NCT04637815,8
NCT04638153,21
NCT04638660,3
NCT04638816,2
NCT04638920,5
NCT04638998,4
NCT04639219,69
NCT04639245,1
NCT04639258,11
NCT04639310,1
NCT04639713,3
NCT04639947,1
NCT04640168,40
NCT04640194,23
NCT04640272,1
NCT04640311,27
NCT04640571,2
NCT04640766,2
NCT04641299,5
NCT04641975,6
NCT04642079,20
NCT04642469,29
NCT04642638,1025
NCT04643964,381
NCT04644029,730
NCT04644237,111
NCT04644276,1
NCT04644315,1
NCT04645966,210
NCT04646005,113
NCT04646044,2
NCT04646109,6
NCT04646213,5
NCT04647253,51
NCT04647383,1
NCT04647721,4
NCT04648241,1
NCT04649047,3
NCT04649060,56
NCT04649164,6
NCT04649255,10
NCT04649359,187
NCT04650204,3
NCT04650269,9
NCT04650698,4
NCT04650893,32
NCT04651114,8
NCT04651218,2
NCT04651777,3
NCT04652102,23928
NCT04652245,4
NCT04652453,22
NCT04652700,954
NCT04652804,6
NCT04652869,2
NCT04654468,51
NCT04655027,1
NCT04655586,13
NCT04656132,8
NCT04656275,6
NCT04656418,4
NCT04656691,1
NCT04656847,23
NCT04657003,79
NCT04657016,100
NCT04657198,1
NCT04657666,10
NCT04657770,4
NCT04658784,7
NCT04658940,1
NCT04659044,3
NCT04659161,58
NCT04659174,117
NCT04659603,12
NCT04660032,2
NCT04660331,5
NCT04660539,60
NCT04660552,4
NCT04660643,182
NCT04660799,15
NCT04661033,4
NCT04661150,42
NCT04661202,4
NCT04661579,81
NCT04661839,3
NCT04662073,1
NCT04662931,24
NCT04663295,5
NCT04663321,21
NCT04663737,2
NCT04664153,16
NCT04664400,2
NCT04664855,2
NCT04666038,238
NCT04666259,44
NCT04666298,7
NCT04666441,27
NCT04666922,1
NCT04667104,1
NCT04667117,3
NCT04667377,154
NCT04668066,17
NCT04668144,3
NCT04668157,3
NCT04668209,15
NCT04668274,10
NCT04668950,123
NCT04668989,2
NCT04669262,2
NCT04669600,7
NCT04669691,1
NCT04671342,106
NCT04672083,1
NCT04672239,160
NCT04672252,1
NCT04672460,73
NCT04672941,8
NCT04673786,26
NCT04673929,116
NCT04674189,731
NCT04674644,37
NCT04675034,39
NCT04675151,2
NCT04675775,7
NCT04676022,120
NCT04676152,9
NCT04676412,107
NCT04676724,9
NCT04676763,3
NCT04676867,22
NCT04677179,143
NCT04677504,162
NCT04677543,7
NCT04677660,56
NCT04677712,1
NCT04677738,6
NCT04677959,71
NCT04678557,15
NCT04678661,24
NCT04678830,3
NCT04678856,9
NCT04679051,11
NCT04679389,23
NCT04679675,1416
NCT04679935,1
NCT04680052,654
NCT04680637,127
NCT04680975,6
NCT04681352,24
NCT04681729,21
NCT04682301,62
NCT04682353,3
NCT04682366,2
NCT04682405,1
NCT04682639,42
NCT04683029,1
NCT04683731,27
NCT04683744,1
NCT04683926,1
NCT04683939,13
NCT04684394,44
NCT04684420,4
NCT04685135,207
NCT04685499,1
NCT04685538,3
NCT04685798,2
NCT04686084,1
NCT04686266,1
NCT04687072,32
NCT04688086,228
NCT04688450,2
NCT04688671,12
NCT04688775,30
NCT04688931,53
NCT04689256,2
NCT04690582,10
NCT04690751,6
NCT04691115,1
NCT04692077,1
NCT04692155,1
NCT04693416,13
NCT04693637,10
NCT04695392,2
NCT04696055,95
NCT04696146,5
NCT04696354,12
NCT04696861,4
NCT04697056,5
NCT04697069,4
NCT04697173,72
NCT04697628,257
NCT04698187,44
NCT04698343,17
NCT04698525,6
NCT04698629,1
NCT04698915,168
NCT04698993,10
NCT04699461,6
NCT04700137,11
NCT04700163,1
NCT04700280,14
NCT04700449,52
NCT04700540,48
NCT04701203,82
NCT04701333,11
NCT04701658,6
NCT04702568,19
NCT04702984,1
NCT04702997,2
NCT04703192,121
NCT04703322,9
NCT04703855,1
NCT04704154,159
NCT04704193,1
NCT04705051,24
NCT04705597,29
NCT04706091,1
NCT04706273,185
NCT04706403,4
NCT04706416,2
NCT04706793,40
NCT04707157,34
NCT04707196,49
NCT04707313,382
NCT04707391,164
NCT04707469,104
NCT04707625,17
NCT04707664,65
NCT04707768,141
NCT04709237,1
NCT04709419,1
NCT04709575,15
NCT04709835,1
NCT04710368,27
NCT04710576,239
NCT04710927,18
NCT04710979,7
NCT04711005,4
NCT04711135,2
NCT04711902,2
NCT04712019,6
NCT04712110,65
NCT04713553,17
NCT04713592,54
NCT04713748,35
NCT04714216,4
NCT04714320,15
NCT04715230,7
NCT04715932,1
NCT04716426,3
NCT04716634,72
NCT04716881,2
NCT04716894,2
NCT04716933,201
NCT04717492,26
NCT04717596,4
NCT04718103,47
NCT04718129,13
NCT04718194,6
NCT04718974,38
NCT04719390,1
NCT04719832,36
NCT04720053,12
NCT04720105,5
NCT04720664,11
NCT04720911,1
NCT04721158,5
NCT04721925,17
NCT04721977,66
NCT04722003,3
NCT04722991,27
NCT04723173,1
NCT04723355,52
NCT04723394,113
NCT04723537,7
NCT04723693,2
NCT04724733,3
NCT04724837,66
NCT04725188,255
NCT04725240,2
NCT04725500,32
NCT04725682,18
NCT04725812,1
NCT04726709,4
NCT04727528,8
NCT04727554,10
NCT04727749,13
NCT04728347,1
NCT04728802,65
NCT04728815,31
NCT04729101,3
NCT04729127,32
NCT04729309,4
NCT04729621,56
NCT04729972,1
NCT04730271,31
NCT04730349,12
NCT04730635,2
NCT04730739,1
NCT04730804,4
NCT04730947,1
NCT04731298,2
NCT04731922,8
NCT04732221,138
NCT04732338,6
NCT04732494,125
NCT04732728,148
NCT04732871,81
NCT04732949,159
NCT04734873,8
NCT04735432,3
NCT04736056,8
NCT04736576,5
NCT04736602,3
NCT04736628,28
NCT04737031,351
NCT04737109,6
NCT04737187,492
NCT04737278,7
NCT04737330,11
NCT04737759,36
NCT04737772,37
NCT04738123,84
NCT04738292,1
NCT04738318,1
NCT04738734,15
NCT04739306,42
NCT04739423,4
NCT04739436,55
NCT04739709,1
NCT04739722,6500
NCT04739800,73
NCT04739956,2
NCT04739982,265
NCT04740164,10
NCT04740814,10
NCT04740827,21
NCT04740905,64
NCT04740931,73
NCT04741074,3
NCT04741503,993
NCT04741776,45
NCT04741802,12
NCT04742556,15
NCT04743635,2
NCT04743804,11
NCT04743908,365
NCT04743973,5
NCT04743999,8
NCT04744207,5
NCT04744285,5
NCT04744831,108
NCT04745026,26
NCT04745351,104
NCT04745676,1
NCT04745689,31
NCT04746794,95300
NCT04747275,1
NCT04747470,13
NCT04747886,5
NCT04748341,2
NCT04748445,631
NCT04748718,50
NCT04749615,16
NCT04749745,1
NCT04749797,1
NCT04749914,3
NCT04750239,3
NCT04750278,47
NCT04750577,42
NCT04750824,86
NCT04751656,1
NCT04752189,537
NCT04752358,3
NCT04752475,2
NCT04752566,7
NCT04753164,47
NCT04753216,3
NCT04753437,7
NCT04753606,1
NCT04753658,15
NCT04753697,52
NCT04754477,1
NCT04754542,2
NCT04754594,103
NCT04755231,10
NCT04755595,1
NCT04755660,5
NCT04756154,67
NCT04756531,2
NCT04757376,58
NCT04757649,2
NCT04757753,23
NCT04759131,2
NCT04759768,2
NCT04759833,110
NCT04760314,38
NCT04760678,62
NCT04761198,75
NCT04761627,76
NCT04761822,40
NCT04762160,5
NCT04762277,4
NCT04763265,8
NCT04764162,1
NCT04764396,1
NCT04764448,16
NCT04764669,5
NCT04765046,18
NCT04765358,1
NCT04765384,19
NCT04766021,19
NCT04766034,4966
NCT04766086,16
NCT04766333,866
NCT04766892,6
NCT04766996,14
NCT04767373,249
NCT04768114,16
NCT04768296,8
NCT04768881,15
NCT04769739,5
NCT04770155,8
NCT04770285,57
NCT04770389,14
NCT04770402,5
NCT04770532,8
NCT04770753,10
NCT04771013,8
NCT04771273,74
NCT04771403,8
NCT04772053,6
NCT04772313,6
NCT04772755,6
NCT04772898,1
NCT04773041,1
NCT04773587,42
NCT04773600,62
NCT04774094,44
NCT04774237,1
NCT04774380,75
NCT04774926,31
NCT04775953,35
NCT04776018,27
NCT04776148,480
NCT04776161,10
NCT04776213,11
NCT04776317,3
NCT04776720,30
NCT04776746,77
NCT04778059,9
NCT04778397,257
NCT04778410,39
NCT04778592,6
NCT04778904,2
NCT04779242,56
NCT04779489,1
NCT04779879,9
NCT04780061,23
NCT04780581,5
NCT04780776,22
NCT04781647,37
NCT04781816,5
NCT04782076,1
NCT04782323,14
NCT04782856,1
NCT04782973,19
NCT04783389,38
NCT04783519,34
NCT04783935,13
NCT04784442,6
NCT04784533,41
NCT04784559,20
NCT04784897,8
NCT04785144,25
NCT04786119,2
NCT04786184,14
NCT04786210,6
NCT04786444,44
NCT04786990,8
NCT04788147,15
NCT04788511,19
NCT04788641,3
NCT04789577,77
NCT04790201,5
NCT04790279,55
NCT04791319,179
NCT04791761,28
NCT04793464,689
NCT04794179,1
NCT04794270,3
NCT04794491,8
NCT04794751,11
NCT04794803,18
NCT04795167,24
NCT04795245,720
NCT04795323,1
NCT04795531,14
NCT04795622,29
NCT04796415,31
NCT04796610,5
NCT04796935,4
NCT04797195,58
NCT04797637,56
NCT04797650,45
NCT04797780,94
NCT04797897,2
NCT04798027,182
NCT04798196,7
NCT04798482,2
NCT04798586,2
NCT04798781,1
NCT04799158,258
NCT04799405,2
NCT04799782,5
NCT04799899,6
NCT04800211,72
NCT04800315,26
NCT04801420,625
NCT04802967,1
NCT04803214,15
NCT04803305,11
NCT04803734,2
NCT04804033,391
NCT04804540,39
NCT04804813,3
NCT04805541,35
NCT04805671,381
NCT04806334,1
NCT04806373,2
NCT04806451,59
NCT04806503,8
NCT04806594,3
NCT04807400,158
NCT04808609,3
NCT04809220,24
NCT04809285,47
NCT04809623,1
NCT04810221,3
NCT04810481,38
NCT04810650,106
NCT04810962,12
NCT04811040,4
NCT04811131,114
NCT04811339,34
NCT04811664,647
NCT04811716,2
NCT04812535,21
NCT04812548,20
NCT04814186,19
NCT04814433,21
NCT04814823,2
NCT04814992,14
NCT04815031,33
NCT04815291,8
NCT04816214,6
NCT04816669,13
NCT04816708,14
NCT04816877,1
NCT04817332,8
NCT04817670,2
NCT04818086,2
NCT04818229,48
NCT04818346,53
NCT04818593,40
NCT04819113,6
NCT04819945,1
NCT04820322,1
NCT04820491,1
NCT04820673,38
NCT04820686,63
NCT04820842,21
NCT04820855,15
NCT04821245,9
NCT04822298,3
NCT04822597,7
NCT04822701,4
NCT04823130,16
NCT04823494,3
NCT04823611,3
NCT04823949,5
NCT04824131,4
NCT04824521,1
NCT04825574,2
NCT04825678,30
NCT04825912,4
NCT04826094,27
NCT04826471,6
NCT04826484,2
NCT04826900,2
NCT04827134,1
NCT04827212,11
NCT04827394,2
NCT04828161,25
NCT04828707,8
NCT04828837,15
NCT04829214,11
NCT04829331,1
NCT04829747,1
NCT04829916,1
NCT04830215,11
NCT04830800,4
NCT04830969,28
NCT04831281,9
NCT04831515,1
NCT04831736,1
NCT04831775,24
NCT04832971,13
NCT04833127,2
NCT04833777,1
NCT04833855,18
NCT04834362,3
NCT04834726,3509
NCT04836858,10
NCT04837131,4
NCT04837482,1
NCT04837807,1
NCT04838262,13
NCT04838613,21
NCT04838626,22
NCT04839289,1
NCT04839380,5
NCT04839393,3
NCT04839562,2
NCT04839692,4
NCT04839965,13
NCT04840199,23
NCT04840615,2
NCT04840667,17
NCT04840901,7
NCT04841577,39
NCT04842500,12
NCT04842604,10
NCT04842643,2
NCT04842747,13
NCT04843579,2
NCT04843930,20
NCT04844762,24
NCT04844918,75
NCT04846231,9
NCT04846569,4
NCT04847141,31
NCT04847674,64
NCT04847999,1
NCT04848220,2
NCT04848662,1
NCT04849416,49
NCT04849559,3
NCT04849780,6
NCT04849988,18
NCT04850313,1
NCT04850807,140
NCT04850898,2
NCT04851314,7
NCT04852276,58
NCT04852302,4
NCT04852679,22
NCT04852978,45
NCT04853238,106
NCT04853394,37
NCT04853992,2
NCT04854057,1
NCT04854421,4
NCT04854434,12
NCT04854551,2
NCT04854642,4
NCT04854707,167
NCT04855760,445
NCT04856163,197
NCT04856527,2
NCT04856904,44
NCT04856917,18
NCT04857892,6
NCT04857996,15
NCT04858321,3
NCT04858425,15
NCT04858451,67
NCT04858802,4
NCT04860258,10
NCT04860297,26
NCT04860505,2
NCT04860518,2
NCT04860869,1
NCT04862065,58
NCT04862143,2
NCT04862234,5
NCT04862416,2
NCT04863014,9
NCT04863248,7
NCT04863898,10
NCT04864639,2
NCT04865289,130
NCT04865354,3
NCT04865978,1
NCT04866017,63
NCT04867369,1
NCT04867382,3
NCT04867785,44
NCT04867902,4
NCT04868110,7
NCT04868500,5
NCT04868890,9
NCT04868968,1
NCT04869345,11
NCT04869358,1
NCT04869787,2
NCT04869982,40
NCT04870710,3
NCT04871113,4
NCT04871529,3
NCT04871711,41
NCT04871776,6
NCT04872101,60
NCT04872569,2
NCT04873232,6
NCT04873817,19
NCT04874155,6
NCT04874636,39
NCT04875195,66
NCT04875533,30
NCT04875676,1
NCT04876118,15
NCT04876274,21
NCT04876417,13
NCT04876599,7
NCT04877457,3
NCT04877990,65
NCT04878055,53
NCT04878211,17
