NCT_Number,PMID
NCT00099788,"[17456819, 19371824, 19389561, 20298924, 20385930, 20644019, 24530676, 25210025, 33840228]"
NCT00099983,"[21813427, 26890894]"
NCT00100048,[17721395]
NCT00100178,[23042974]
NCT00100230,"[23828615, 24805262, 25015354, 25342618, 26469750]"
NCT00100295,[18544723]
NCT00100308,[16729879]
NCT00100620,"[19362675, 23365149]"
NCT00100776,[19497244]
NCT00100945,[36251211]
NCT00101361,[23689765]
NCT00101660,[19779040]
NCT00101751,[22509859]
NCT00102011,[36948424]
NCT00102063,"[20166794, 23800482]"
NCT00102167,[22003345]
NCT00102323,"[18242413, 19671919, 22494019]"
NCT00102336,"[18242413, 19671919, 22494019]"
NCT00102726,[20735290]
NCT00102739,"[18046028, 19231632]"
NCT00102765,[20429821]
NCT00102804,"[19767093, 22336221]"
NCT00102960,"[19020325, 22029910, 24209829, 26043884, 30418528]"
NCT00103142,[23657083]
NCT00103168,[32236507]
NCT00103285,"[23678006, 26590194, 36725118, 38446568]"
NCT00103402,[19092152]
NCT00103558,[19843887]
NCT00103584,[21921208]
NCT00103662,[19363221]
NCT00103753,[18298856]
NCT00103818,[20191935]
NCT00103844,[19779040]
NCT00103935,[21142268]
NCT00103948,[18296124]
NCT00104234,[33874971]
NCT00104247,[17693179]
NCT00104299,"[20647199, 23902481, 26387933, 26621483, 32841219, 34618687]"
NCT00104520,[19447923]
NCT00104637,[22360383]
NCT00104676,[25456363]
NCT00104715,"[23306100, 24210084, 25592642]"
NCT00104741,[25592642]
NCT00104858,[32499241]
NCT00105001,[32499241]
NCT00105027,"[19752419, 19752420, 23229691, 26086920]"
NCT00105040,[20547106]
NCT00105144,"[21147825, 29364548]"
NCT00105157,[17434401]
NCT00105196,"[19407731, 21731833, 23106023, 23585999, 23585997, 24766999]"
NCT00105443,"[18650514, 28687477]"
NCT00105469,[17652708]
NCT00105547,[20009055]
NCT00105586,"[19155456, 21727232, 32991792]"
NCT00105950,"[19394894, 20214527]"
NCT00105989,[19552867]
NCT00106028,[23927913]
NCT00106106,[20921123]
NCT00106171,[26600459]
NCT00106288,"[17482982, 18679151, 19804626, 21147825, 29364548]"
NCT00106392,[30224019]
NCT00106431,"[25279222, 28853310]"
NCT00106509,[24799326]
NCT00106522,"[18625622, 22397953, 22753773, 24429164, 27889300]"
NCT00106535,"[23322466, 23945134, 24429164, 26787505, 27087059, 32811969]"
NCT00106574,"[24429164, 27744141]"
NCT00106886,[16531613]
NCT00107159,[20875102]
NCT00107653,[19144941]
NCT00107731,[23761037]
NCT00107887,[23954450]
NCT00107952,"[24708675, 27718118, 29454592]"
NCT00107978,[22416054]
NCT00108004,"[17109671, 23748514]"
NCT00108017,[18627642]
NCT00108355,[22801062]
NCT00108459,[20019677]
NCT00108849,"[18978105, 20859151, 33038141]"
NCT00108862,"[22010914, 25582793]"
NCT00108901,[22990269]
NCT00108953,[21081728]
NCT00108979,[21438794]
NCT00109135,[20191360]
NCT00109161,[20163990]
NCT00109213,[27074067]
NCT00109382,[17931979]
NCT00109408,"[27909081, 28955499, 33413588]"
NCT00109551,"[16413878, 17920918, 25821959]"
NCT00109590,[22144539]
NCT00109616,"[16546539, 18762599, 35589346]"
NCT00109707,"[16775235, 17715389, 23547655, 24057647, 26002753, 39739907]"
NCT00109967,[21440503]
NCT00110058,[32499241]
NCT00110214,"[34616010, 38992025]"
NCT00110227,[21518942]
NCT00110305,[21902621]
NCT00110370,[28667381]
NCT00110448,"[18997198, 27881565, 35361621]"
NCT00110461,[19906348]
NCT00110799,[18046027]
NCT00110812,[20186278]
NCT00110838,[16772624]
NCT00110877,[17617272]
NCT00110890,[22863242]
NCT00110942,[21801403]
NCT00110955,[19601709]
NCT00111020,[20082451]
NCT00111085,"[21998061, 22678087, 23581590, 24425125, 25280913, 27827324, 29946013, 31299650]"
NCT00111189,"[21696265, 28640988, 29924507, 30058979]"
NCT00111345,"[18083847, 23704089, 26814618]"
NCT00111475,[17050891]
NCT00111527,[21606084]
NCT00111566,[19264239]
NCT00111657,[24602182]
NCT00112008,[19210145]
NCT00112047,[16421366]
NCT00112073,"[22473769, 25669746]"
NCT00112255,[16356945]
NCT00112268,[20307804]
NCT00112281,[17387132]
NCT00112359,[19420195]
NCT00112437,[26879200]
NCT00112502,[25239666]
NCT00112554,[19710500]
NCT00112658,"[21561347, 28931010]"
NCT00112697,[21943032]
NCT00112723,[24241210]
NCT00112918,"[23168362, 31268130, 31959341, 32085892, 33074326]"
NCT00112931,[24602760]
NCT00113087,"[21576655, 26490132]"
NCT00113165,[29363050]
NCT00113269,[21591943]
NCT00113568,[21043553]
NCT00113594,[19210948]
NCT00113607,[33960681]
NCT00113763,"[26984642, 29627309, 34213592]"
NCT00114088,[18055721]
NCT00114140,[29955793]
NCT00114231,[26474521]
NCT00114348,"[21828124, 25253770, 26001791, 34010787]"
NCT00114361,"[31912157, 33222190, 35599306, 35941076]"
NCT00114400,[35526057]
NCT00114517,"[27028912, 30272234, 32925623, 34736575, 35526057]"
NCT00114530,"[29298160, 31391177, 35108379]"
NCT00114543,[18971491]
NCT00114582,[16679331]
NCT00114738,"[23940282, 35143622]"
NCT00114764,[18616811]
NCT00114790,[36269660]
NCT00114816,"[19906561, 28253390]"
NCT00114933,[19349870]
NCT00115063,[20101009]
NCT00115076,[22348003]
NCT00115115,"[19738091, 21996389, 22067309, 28213388, 30102825]"
NCT00115271,"[18644934, 21177506, 23966331, 26446483, 29605494, 35589346]"
NCT00115310,[18977178]
NCT00115479,"[16452557, 23506003]"
NCT00115492,"[23613569, 31907054]"
NCT00115518,[16681848]
NCT00115622,[19419338]
NCT00115648,"[18525035, 26525557]"
NCT00115713,"[18954442, 33779887]"
NCT00115765,"[30348618, 30470591, 30679026, 30680449, 31378656, 31492988, 31732876]"
NCT00115778,[25090414]
NCT00115882,[26829013]
NCT00115895,[18382668]
NCT00115986,[16571878]
NCT00116064,[16698412]
NCT00116142,[37801315]
NCT00116194,"[20925931, 27439082, 28820909, 35562076]"
NCT00116220,"[18212313, 28097317, 33999161]"
NCT00116324,[21169002]
NCT00116467,[19556425]
NCT00116519,[17384435]
NCT00116584,[22147778]
NCT00116688,"[18981291, 19671919]"
NCT00116805,"[19052126, 23234725, 27534671, 28215615, 30795958, 31136052]"
NCT00116831,[20194881]
NCT00116857,"[19843899, 26930527]"
NCT00116935,"[22453568, 24475826, 28334365, 32469385, 38862742]"
NCT00117000,[19144729]
NCT00117598,[25938001]
NCT00117650,[21947297]
NCT00117676,"[19052126, 23234725, 28215615, 30795958, 31136052]"
NCT00117728,"[20823434, 22424722, 24521425]"
NCT00118209,"[22180164, 30939090, 32232481, 36358642]"
NCT00118378,[20492840]
NCT00118404,[24005123]
NCT00118417,[19814948]
NCT00118430,"[19470987, 21494337]"
NCT00118482,"[16781217, 27364043, 29766871]"
NCT00118521,"[18304317, 18952682, 23242955]"
NCT00118573,[20869890]
NCT00118638,[19728887]
NCT00118677,[20657770]
NCT00118794,[21666744]
NCT00118846,[35526057]
NCT00118885,[18652095]
NCT00118898,"[19952143, 21320923, 21606537, 21690627, 23148287, 23204164, 24253247, 24979445, 30642925]"
NCT00118937,[18852875]
NCT00118963,[19900993]
NCT00119002,[17652648]
NCT00119067,"[18827210, 21368772, 26865594]"
NCT00119106,"[21969870, 23769234, 24829212, 26717405, 27866873, 33126825]"
NCT00119132,"[19098989, 19789648, 22073137]"
NCT00119145,[18575626]
NCT00119197,[18523643]
NCT00119379,[22293126]
NCT00119392,[21508413]
NCT00119457,[18088349]
NCT00119613,[33896825]
NCT00119626,[16467546]
NCT00119652,[20122366]
NCT00119678,[29214034]
NCT00119743,[17258357]
NCT00120003,"[20854630, 21316752, 22627991, 23660849, 25256183, 25657183, 26486868, 32640944]"
NCT00120120,[27550953]
NCT00120185,[19508157]
NCT00120211,[20382075]
NCT00120250,[21367352]
NCT00120289,"[22085343, 23881958, 23916935, 26708287, 30371334, 34134520]"
NCT00120315,[26246908]
NCT00120367,[21738597]
NCT00120445,[20937993]
NCT00120770,"[19023429, 19549331]"
NCT00120848,"[19962185, 24978856, 25424918, 27566633, 31464859]"
NCT00120978,[16460562]
NCT00120991,"[20083683, 21415073]"
NCT00121108,[26511956]
NCT00121199,[22734071]
NCT00121394,[17978107]
NCT00121407,[19530976]
NCT00121550,"[16339220, 29686027, 30228904, 31093541, 32289619, 32819979, 34384145]"
NCT00121628,[18596272]
NCT00121641,"[19650754, 27033025, 27402391]"
NCT00121667,"[27033025, 27402391, 31364269]"
NCT00121901,[19410035]
NCT00121992,[21121833]
NCT00122213,[20205704]
NCT00122226,[19275490]
NCT00122317,[17702897]
NCT00122382,"[21821865, 26063454, 29657830, 35418172]"
NCT00122460,"[18784101, 23265711, 32993574]"
NCT00122525,[19220143]
NCT00122538,[23719348]
NCT00122551,[21738752]
NCT00122603,[19420019]
NCT00122616,[23800784]
NCT00122642,[20520776]
NCT00122681,"[17602732, 19586656, 20197322, 21858807, 22075170, 22075171, 22940493, 24092907, 24188719, 24260180, 24610876, 24978856, 25540273, 25651922, 25927224, 26071347, 27541373, 28132019, 28821519, 29718393, 31511286, 31697384, 31824976, 34939897, 35149535, 39138224, 39315334]"
NCT00122811,"[18378519, 18614402, 22218098, 25880068]"
NCT00122824,"[17474806, 17607331, 18615176, 18662492]"
NCT00122850,[17474806]
NCT00122941,"[20525230, 20858275, 21600005]"
NCT00122954,[26799942]
NCT00122980,"[21826782, 22160069, 23861242, 24914136]"
NCT00123045,[19228414]
NCT00123162,[23925396]
NCT00123253,"[18057338, 22495074]"
NCT00123474,"[19779040, 24569263, 27192969]"
NCT00123487,[20131302]
NCT00123669,[21670457]
NCT00123916,[26323937]
NCT00123929,[30334909]
NCT00123968,"[19360102, 20078213]"
NCT00124020,"[24708675, 27718118, 29454592]"
NCT00124150,"[20378868, 21311383, 22890635]"
NCT00124332,[18387931]
NCT00124449,[19933744]
NCT00124657,[28382379]
NCT00124748,"[22315495, 23515925, 24859364]"
NCT00124878,"[19220138, 19321868, 19616720, 20370481, 21216000, 21489882]"
NCT00124969,[18511605]
NCT00124982,"[17921185, 19074911, 27889300, 29329602]"
NCT00125008,[19625715]
NCT00125047,[16725026]
NCT00125320,[19948506]
NCT00125489,[17093247]
NCT00125502,[19297572]
NCT00125593,"[18765432, 19210158, 21663949, 28028192, 28460629, 28780579, 31662874]"
NCT00125671,[17634457]
NCT00125918,"[31206240, 34379314]"
NCT00125970,"[21857901, 34843602]"
NCT00125996,[18191732]
NCT00126087,[18760148]
NCT00126100,[16507801]
NCT00126165,[22280805]
NCT00126256,[21903473]
NCT00126425,"[20188504, 26666380]"
NCT00126438,"[20188504, 26666380]"
NCT00126594,"[25900027, 36848607]"
NCT00126672,"[21915260, 23437092]"
NCT00126724,"[19587341, 20231202]"
NCT00126984,[22485049]
NCT00127023,[18600190]
NCT00127205,[32929540]
NCT00127283,[18480205]
NCT00127465,[16597660]
NCT00127530,[19249634]
NCT00127673,"[23587015, 24717377, 29541927, 39509231]"
NCT00127764,[16702494]
NCT00127946,[31033140]
NCT00128076,"[16529658, 34524031]"
NCT00128102,[25800891]
NCT00128128,[22305026]
NCT00128167,[17301299]
NCT00128180,[23784924]
NCT00128193,[24874401]
NCT00128219,[30281066]
NCT00128310,[17329192]
NCT00128388,"[17592913, 19026262]"
NCT00128414,[21873705]
NCT00128427,[20805112]
NCT00128453,[23992557]
NCT00128492,[21784781]
NCT00128531,[20435244]
NCT00128661,"[17699008, 20197322, 21865087, 22850119, 23873171, 24014882, 24958910, 25018097, 26071347, 26346155, 28132019, 29718393, 31697384, 32214382, 35017496, 35709811, 35842229, 37040086]"
NCT00128713,"[20164484, 22496156]"
NCT00129090,"[23168367, 33667420, 38538861]"
NCT00129116,[20697200]
NCT00129168,[38407601]
NCT00129233,[20409690]
NCT00129402,[18940534]
NCT00129415,[18645136]
NCT00129857,[16361021]
NCT00129922,"[29573665, 29766456, 37338729]"
NCT00129935,[37338729]
NCT00130000,[18055865]
NCT00130039,"[21799173, 22539545, 22910894]"
NCT00130065,[18831691]
NCT00130117,"[21593494, 21660636]"
NCT00130286,"[23593417, 25536669]"
NCT00130377,[27068030]
NCT00130559,"[21036778, 21047406]"
NCT00130598,[22267245]
NCT00130728,[21621716]
NCT00130819,[20513828]
NCT00130845,[29116540]
NCT00130923,[26302441]
NCT00130975,[29299030]
NCT00130988,[19930729]
NCT00131079,"[19364999, 21479243]"
NCT00131105,[37816943]
NCT00131144,[29116540]
NCT00131209,[19056572]
NCT00131274,[20007927]
NCT00131469,[24463451]
NCT00131495,[18987368]
NCT00131677,"[21897852, 29315307]"
NCT00131690,[17259189]
NCT00131703,[17046467]
NCT00131716,[20574541]
NCT00131846,[25031188]
NCT00132080,"[17301297, 21185506]"
NCT00132197,[22539780]
NCT00132301,[31924316]
NCT00132314,"[21366475, 22697193]"
NCT00132470,[20947859]
NCT00132483,[19900934]
NCT00132561,[16503464]
NCT00132665,[22622008]
NCT00132691,"[22247489, 26501236, 28477440]"
NCT00132808,[20168099]
NCT00132860,[25908927]
NCT00132886,"[19007589, 19095138]"
NCT00132899,[24269926]
NCT00132912,[19286091]
NCT00133003,[16533938]
NCT00133042,[25528738]
NCT00133211,"[23094720, 25341739, 25567068, 27566295]"
NCT00133224,[22736604]
NCT00133315,"[19740906, 21551511]"
NCT00133328,[17467513]
NCT00133367,[20107229]
NCT00133380,[17384435]
NCT00133406,"[20038852, 23644855, 24714829]"
NCT00133497,[38324766]
NCT00133523,[17167134]
NCT00133640,"[30941485, 38772577]"
NCT00133692,"[20606150, 21372283, 22866767, 25385345, 27620390, 33914047]"
NCT00133705,[17138770]
NCT00133718,"[23987834, 28627980, 30851727]"
NCT00133744,"[23303315, 27263403, 29428785, 33594802, 35265334]"
NCT00133822,[18278987]
NCT00133887,[22830463]
NCT00133926,[19935025]
NCT00133952,[23404115]
NCT00134017,[20124511]
NCT00134030,"[25421877, 35246418, 39199651]"
NCT00134056,[23871417]
NCT00134147,[16901335]
NCT00134160,[19444280]
NCT00134173,[17387129]
NCT00134212,[16507156]
NCT00134238,[17630038]
NCT00134264,"[17984165, 21804130, 28974520]"
NCT00134563,"[21991951, 26865517, 27237754, 27919491, 28304217, 28680917, 28828394, 33023488, 35485424]"
NCT00134719,[22617844]
NCT00134745,"[30571546, 31613320]"
NCT00135096,[21812890]
NCT00135109,[29588972]
NCT00135460,[28399815]
NCT00135473,"[17192828, 18184958]"
NCT00135486,[17287313]
NCT00135499,"[26373676, 27282998]"
NCT00135564,[17287313]
NCT00135668,"[23631460, 26217225]"
NCT00135694,[33982909]
NCT00135707,"[20375405, 20733448]"
NCT00135902,"[20093894, 21173653, 21508745, 23635681]"
NCT00135993,"[20629075, 22503658, 22537387, 26446245]"
NCT00136019,"[22372628, 26414341]"
NCT00136045,"[18515185, 22503658, 22537387, 24246378, 26446245]"
NCT00136084,"[20451454, 23538338, 31645648, 39078289, 39090192]"
NCT00136110,[19743466]
NCT00136188,[30231923]
NCT00136201,[20663130]
NCT00136318,"[22801672, 25359924]"
NCT00136370,"[19846212, 22565291, 22869824]"
NCT00136396,[16551963]
NCT00136552,[18799723]
NCT00136981,[17387131]
NCT00137111,"[18416598, 19553647, 23007406, 23074282, 24970932, 25800893, 26265699, 27322715, 31188727, 31612640, 33011782, 34813516, 38446568, 39316653]"
NCT00137423,"[25577718, 27238653]"
NCT00137514,[25421474]
NCT00137579,[18507871]
NCT00137852,[27412386]
NCT00137917,[17065257]
NCT00137982,[23482340]
NCT00138775,[22795211]
NCT00138801,[18567539]
NCT00138814,"[21255943, 24456128]"
NCT00138983,"[16914703, 17407214, 17557758]"
NCT00139009,[23369437]
NCT00139347,[16394298]
NCT00139360,[22719881]
NCT00139386,[26254019]
NCT00139399,"[16722590, 20713903]"
NCT00139542,[20351239]
NCT00139750,[24811751]
NCT00139776,[22045833]
NCT00139815,"[16537663, 19825809, 20124123]"
NCT00140088,[26164784]
NCT00140192,[17592912]
NCT00140231,[35820631]
NCT00140244,[35820631]
NCT00140426,[21871373]
NCT00140582,"[21176949, 22885164, 25029908, 28060738, 31339826]"
NCT00140595,"[22118442, 26373676, 27282998]"
NCT00140647,[19477351]
NCT00140660,[26373676]
NCT00140673,[18395579]
NCT00140686,"[18037080, 27260009]"
NCT00140751,"[20843990, 29767684]"
NCT00141102,"[20638563, 24358067]"
NCT00141193,"[16943401, 21503000]"
NCT00141206,[16820546]
NCT00141323,"[20181970, 20937977]"
NCT00141453,"[21993710, 24013685]"
NCT00141713,[18042798]
NCT00141817,[21740077]
NCT00142116,[18713945]
NCT00142181,[21566092]
NCT00142246,[18620950]
NCT00142298,[23234302]
NCT00142324,[17914039]
NCT00142350,"[19818685, 27843586]"
NCT00142389,"[18799552, 23967126]"
NCT00142766,[30558653]
NCT00142805,"[19664276, 21992747]"
NCT00143156,"[26854578, 30084288, 30206821, 30521533, 31802967]"
NCT00143286,[16820548]
NCT00143325,[18263663]
NCT00143364,[16820547]
NCT00143377,[19032133]
NCT00143507,[18757088]
NCT00143520,[20370378]
NCT00143663,[21518985]
NCT00143676,[21518985]
NCT00143936,[20679559]
NCT00143949,"[19571282, 20142543, 37871959]"
NCT00144417,[21494548]
NCT00144430,[19745067]
NCT00144456,"[21784190, 22794117]"
NCT00144599,"[18358927, 24634205, 24786929]"
NCT00144612,"[18358927, 24634205, 24786929]"
NCT00144755,"[23578722, 26373676, 27282998, 28327893, 35737565]"
NCT00144807,"[26373676, 27282998]"
NCT00144911,"[23613569, 31907054]"
NCT00144989,[24309370]
NCT00145184,[22039966]
NCT00145314,"[23167843, 24884501, 31046124, 39743478]"
NCT00145340,"[21209881, 22999793, 27529295]"
NCT00145444,[19542525]
NCT00145600,[22735430]
NCT00145730,[16885182]
NCT00145925,"[17765963, 18539916, 19633827, 19688336, 20854235, 20925543, 21509444, 22357699, 23316296, 23390553, 25312436, 26747037, 27586250, 27756783, 29960985, 30571562, 31302707, 32385604, 35439582, 35896277, 36468403, 39758508]"
NCT00146107,"[21449785, 24787497, 28951766, 30013511]"
NCT00146120,"[19602710, 27276561]"
NCT00146133,[16636211]
NCT00146211,[19064745]
NCT00146302,"[26416147, 29216358, 30239767, 32978212]"
NCT00146380,[19758095]
NCT00146640,"[18207016, 20682671]"
NCT00146731,[19352498]
NCT00146744,[23219236]
NCT00146770,[33874971]
NCT00146783,[18752443]
NCT00147004,[18184957]
NCT00147134,"[28404155, 31131360, 31131359]"
NCT00147199,[20430262]
NCT00147368,[18545693]
NCT00147446,"[22786596, 23197840]"
NCT00147498,"[28143815, 32816215, 33127856, 34870800, 36526796, 36600185, 36601090, 36931693, 37919780, 38696034, 38958913, 39192350]"
NCT00147550,[21516509]
NCT00147602,"[16899775, 21670382, 25147328, 28081824, 29114094, 32194196, 38939496]"
NCT00147628,[28892218]
NCT00147654,[17105794]
NCT00147732,"[24452791, 27165613]"
NCT00147901,[26315931]
NCT00147966,[21098574]
NCT00148057,[28361752]
NCT00148265,[20019369]
NCT00148278,[17720019]
NCT00148330,[18599569]
NCT00148512,[18474731]
NCT00148551,[19748675]
NCT00148590,[31390660]
NCT00148616,[31390660]
NCT00148733,"[20375190, 26407163]"
NCT00148798,"[19410716, 21169060, 21782507, 22056021, 22498112, 24662454]"
NCT00148824,[20210645]
NCT00149123,"[25619170, 28623938]"
NCT00149227,[19723695]
NCT00149266,"[16887481, 25605628]"
NCT00149279,[18669424]
NCT00149383,[19673614]
NCT00149565,[22104564]
NCT00149630,[23335901]
NCT00149838,[20439832]
NCT00149968,[21693250]
NCT00150176,[21367356]
NCT00150306,[21186964]
NCT00150449,[23808960]
NCT00150579,"[19026251, 31228031]"
NCT00150644,[19176543]
NCT00150670,[18282805]
NCT00150722,[23174368]
NCT00150748,[22050371]
NCT00150800,"[27265725, 32221987, 34218211, 38811492]"
NCT00150878,[22959335]
NCT00150969,[18922041]
NCT00151203,"[17989313, 23299315]"
NCT00151229,[28049699]
NCT00151242,"[19059939, 19602710, 25270908]"
NCT00151255,"[23863898, 24797300]"
NCT00151437,[20003832]
NCT00151489,[22688598]
NCT00151528,[22503162]
NCT00151567,[21149761]
NCT00151788,[19293413]
NCT00151801,[27995531]
NCT00151944,[18272546]
NCT00151957,[19808143]
NCT00151970,[19849639]
NCT00151983,"[19916704, 20003260]"
NCT00152022,[21824454]
NCT00152074,[31079530]
NCT00152204,"[22208409, 24038364]"
NCT00152217,"[17978289, 29678146]"
